player_id,name,recent_team,season,week,position_wr,position_te,season_tot_receptions,season_tot_targets,season_tot_receiving_yards,season_tot_receiving_tds,season_tot_receiving_air_yards,season_avg_racr,season_avg_tgt_share,season_avg_air_yards_share,season_avg_wopr,season_avg_fantasy_points_ppr,recent_racr,recent_tgt_share,recent_air_yards_share,recent_wopr,recent_fantasy_points_ppr,career_fpts,actual_fantasy_pts
00-0036646,Simi Fehoko,DAL,2022,5,1,0,3,4,24,0,51,0.47,0.06,0.08,0.14,2.70,0.47,0.06,0.08,0.14,2.70,2.70,2.20
00-0036988,Josh Palmer,LAC,2022,5,1,0,14,22,159,1,148,1.07,0.14,0.14,0.30,9.07,1.04,0.15,0.16,0.33,10.80,6.80,3.50
00-0036877,Jaelon Darden,TB,2022,5,1,0,1,1,25,0,15,1.67,0.01,0.03,0.04,1.85,1.67,0.01,0.03,0.04,1.85,1.68,3.50
00-0036671,Dax Milne,WAS,2022,5,1,0,2,3,18,0,24,0.75,0.02,0.02,0.05,1.27,0.75,0.02,0.02,0.05,1.27,1.60,2.20
00-0036970,Kyle Pitts,ATL,2022,5,0,1,10,22,150,0,346,0.43,0.23,0.33,0.58,6.25,0.38,0.24,0.34,0.60,7.03,9.60,3.50
00-0036556,Brevin Jordan,HOU,2022,5,0,1,3,6,8,0,43,0.19,0.08,0.08,0.18,1.90,0.19,0.08,0.08,0.18,1.90,5.96,2.30
00-0036894,Pat Freiermuth,PIT,2022,5,0,1,18,30,223,1,246,0.91,0.24,0.20,0.50,11.57,0.60,0.22,0.18,0.47,11.27,9.74,15.50
00-0037005,Tommy Tremble,CAR,2022,5,0,1,5,8,42,0,51,0.82,0.09,0.09,0.21,3.07,0.82,0.09,0.09,0.21,3.07,3.66,6.40
00-0037011,Tre' McKitty,LAC,2022,5,0,1,4,5,28,0,16,1.75,0.07,0.03,0.13,3.40,1.75,0.07,0.03,0.13,3.40,2.16,1.40
00-0036637,Noah Gray,KC,2022,5,0,1,4,8,48,0,52,0.92,0.06,0.05,0.12,3.72,0.73,0.06,0.05,0.12,4.30,2.68,6.10
00-0036590,Quintin Morris,BUF,2022,5,0,1,3,4,28,0,30,0.93,0.03,0.03,0.07,1.93,0.93,0.03,0.03,0.07,1.93,1.93,0.00
00-0036628,John Bates,WAS,2022,5,0,1,6,11,34,0,29,1.17,0.07,0.02,0.11,2.35,1.17,0.08,0.03,0.14,3.13,4.02,5.90
00-0036876,Kylen Granson,IND,2022,5,0,1,11,15,105,0,80,1.31,0.10,0.08,0.21,5.37,1.04,0.08,0.07,0.17,5.43,3.08,10.20
00-0036635,Ihmir Smith-Marsette,CHI,2022,5,1,0,0,1,0,0,4,0.00,0.05,0.02,0.09,0.00,0.00,0.05,0.02,0.09,0.00,7.15,0.00
00-0036482,Mike Strachan,IND,2022,5,1,0,3,6,59,0,75,0.79,0.05,0.09,0.14,2.97,0.79,0.05,0.09,0.14,2.97,2.70,0.00
00-0036862,Ben Skowronek,LA,2022,5,1,0,12,16,140,0,156,0.90,0.11,0.16,0.28,6.50,0.74,0.09,0.13,0.23,6.50,4.12,5.30
00-0036692,Miller Forristall,CLE,2022,5,0,1,0,1,0,0,5,0.00,0.03,0.02,0.07,0.00,0.00,0.03,0.02,0.07,0.00,0.00,0.00
00-0036741,Jack Stoll,PHI,2022,5,0,1,1,2,4,0,1,4.00,0.06,0.00,0.09,1.40,4.00,0.06,0.00,0.09,1.40,1.90,1.40
00-0036754,Brock Wright,DET,2022,5,0,1,1,1,25,0,15,1.67,0.03,0.05,0.08,3.50,1.67,0.03,0.05,0.08,3.50,4.90,3.50
00-0036959,Michael Bandy,LAC,2022,5,1,0,2,2,49,0,43,1.14,0.05,0.16,0.19,6.90,1.14,0.05,0.16,0.19,6.90,6.90,6.90
00-0036358,CeeDee Lamb,DAL,2022,5,1,0,23,42,288,2,440,0.65,0.33,0.43,0.80,16.10,0.59,0.36,0.51,0.89,19.83,14.01,21.70
00-0036407,Jerry Jeudy,DEN,2022,5,1,0,11,21,183,2,246,0.74,0.17,0.23,0.41,10.35,0.33,0.16,0.22,0.40,7.07,9.47,15.30
00-0036410,Tee Higgins,CIN,2022,5,1,0,20,28,315,2,310,1.02,0.18,0.27,0.46,15.88,0.93,0.25,0.36,0.64,19.60,14.54,25.40
00-0036322,Justin Jefferson,MIN,2022,5,1,0,28,42,393,2,358,1.10,0.28,0.36,0.68,21.40,0.58,0.26,0.29,0.60,15.40,18.65,31.00
00-0036412,KJ Hamler,DEN,2022,5,1,0,1,2,55,0,78,0.71,0.03,0.14,0.14,3.25,0.71,0.03,0.14,0.14,3.25,6.41,6.50
00-0036268,Laviska Shenault,CAR,2022,5,1,0,2,2,90,1,1,90.00,0.03,0.00,0.05,8.50,90.00,0.03,0.00,0.05,8.50,9.41,0.00
00-0036387,Jalen Reagor,MIN,2022,5,1,0,2,4,9,0,12,0.75,0.03,0.01,0.06,1.53,0.75,0.03,0.01,0.06,1.53,5.35,0.00
00-0036261,Brandon Aiyuk,SF,2022,5,1,0,14,23,179,1,244,0.73,0.22,0.32,0.56,9.65,0.57,0.26,0.36,0.64,10.63,11.88,7.70
00-0036326,Chase Claypool,PIT,2022,5,1,0,11,20,79,0,212,0.37,0.16,0.17,0.36,5.90,0.29,0.16,0.19,0.37,4.73,11.72,0.00
00-0036252,Michael Pittman,IND,2022,5,1,0,20,28,224,1,167,1.34,0.23,0.24,0.51,16.13,1.34,0.23,0.24,0.51,16.13,11.79,6.10
00-0036365,Bryan Edwards,ATL,2022,5,1,0,1,3,2,0,35,0.06,0.05,0.07,0.13,0.60,0.06,0.05,0.07,0.13,0.60,5.49,1.20
00-0036196,Gabriel Davis,BUF,2022,5,1,0,8,14,138,1,175,0.79,0.11,0.22,0.33,9.27,0.79,0.11,0.22,0.33,9.27,9.42,2.30
00-0036331,Devin Duvernay,BAL,2022,5,1,0,12,13,172,3,142,1.21,0.12,0.13,0.27,13.25,0.83,0.11,0.14,0.26,10.53,5.55,9.10
00-0036277,Quintez Cephus,DET,2022,5,1,0,2,3,15,0,14,1.07,0.08,0.04,0.14,3.50,1.07,0.08,0.04,0.14,3.50,7.05,3.50
00-0036233,Donovan Peoples-Jones,CLE,2022,5,1,0,12,24,141,0,220,0.64,0.20,0.26,0.48,6.53,0.37,0.14,0.22,0.36,4.70,7.67,12.10
00-0036259,Jauan Jennings,SF,2022,5,1,0,8,15,93,0,114,0.82,0.14,0.15,0.32,4.32,0.27,0.12,0.10,0.24,2.37,5.49,4.20
00-0036040,Juwan Johnson,NO,2022,5,0,1,9,17,116,0,181,0.64,0.12,0.11,0.26,5.15,0.40,0.11,0.10,0.24,4.77,3.88,6.30
00-0036290,Cole Kmet,CHI,2022,5,0,1,5,8,56,0,46,1.22,0.13,0.07,0.24,2.65,1.22,0.15,0.11,0.30,3.53,5.67,4.60
00-0036422,Adam Trautman,NO,2022,5,0,1,4,4,46,0,23,2.00,0.06,0.03,0.11,4.30,2.00,0.06,0.03,0.11,4.30,4.64,6.70
00-0036244,Colby Parkinson,SEA,2022,5,0,1,6,7,115,1,71,1.62,0.07,0.08,0.16,7.83,1.62,0.07,0.08,0.16,7.83,3.93,4.80
00-0036423,Albert Okwuegbunam,DEN,2022,5,0,1,6,10,45,0,27,1.67,0.10,0.03,0.17,3.50,1.67,0.10,0.03,0.17,3.50,5.78,2.20
00-0036232,Harrison Bryant,CLE,2022,5,0,1,9,14,81,0,106,0.76,0.15,0.17,0.34,5.70,0.76,0.15,0.17,0.34,5.70,4.87,5.80
00-0036332,Josiah Deguara,GB,2022,5,0,1,2,3,28,0,11,2.55,0.04,0.02,0.08,2.40,2.55,0.04,0.02,0.08,2.40,4.28,0.00
00-0036194,Devin Asiasi,CIN,2022,5,0,1,0,1,0,0,24,0.00,0.03,0.07,0.10,0.00,0.00,0.03,0.07,0.10,0.00,2.38,0.00
00-0036309,Darnell Mooney,CHI,2022,5,1,0,8,16,121,0,251,0.48,0.25,0.41,0.66,5.02,0.45,0.28,0.47,0.74,6.10,10.59,13.40
00-0036345,K.J. Osborn,MIN,2022,5,1,0,11,16,118,1,173,0.68,0.11,0.18,0.29,7.17,0.60,0.10,0.18,0.28,8.10,8.91,1.50
00-0036429,Charlie Woerner,SF,2022,5,0,1,0,1,0,0,20,0.00,0.04,0.16,0.17,0.00,0.00,0.04,0.16,0.17,0.00,1.87,0.00
00-0036271,Quez Watkins,PHI,2022,5,1,0,2,4,69,1,95,0.73,0.04,0.11,0.15,4.97,0.73,0.04,0.11,0.15,4.97,6.40,0.00
00-0036250,Tyler Davis,GB,2022,5,0,1,3,4,29,0,1,29.00,0.04,0.00,0.07,1.97,29.00,0.04,0.00,0.07,1.97,1.67,4.60
00-0036228,Dezmon Patmon,IND,2022,5,1,0,2,6,24,0,73,0.33,0.21,0.29,0.51,4.40,0.33,0.21,0.29,0.51,4.40,2.90,4.40
00-0036438,Stephen Sullivan,CAR,2022,5,0,1,1,1,13,0,13,1.00,0.04,0.06,0.10,2.30,1.00,0.04,0.06,0.10,2.30,1.15,2.30
00-0036439,Tyrie Cleveland,DEN,2022,5,1,0,2,3,28,0,18,1.56,0.11,0.07,0.21,4.80,1.56,0.11,0.07,0.21,4.80,2.44,4.80
00-0036219,Marquez Callaway,NO,2022,5,1,0,4,7,57,1,95,0.60,0.10,0.12,0.24,7.85,0.60,0.10,0.12,0.24,7.85,8.07,8.30
00-0036145,Lawrence Cager,NYJ,2022,5,1,0,0,1,0,0,14,0.00,0.02,0.05,0.06,0.00,0.00,0.02,0.05,0.06,0.00,1.83,0.00
00-0035956,Giovanni Ricci,CAR,2022,5,0,1,2,3,31,0,10,3.10,0.06,0.03,0.11,2.55,3.10,0.06,0.03,0.11,2.55,1.27,2.50
00-0036005,Noah Togiai,PHI,2022,5,0,1,0,1,0,0,4,0.00,0.03,0.03,0.07,0.00,0.00,0.03,0.03,0.07,0.00,0.00,0.00
00-0035823,Ben Ellefson,MIN,2022,5,0,1,3,3,26,0,15,1.73,0.04,0.03,0.09,2.80,1.73,0.04,0.03,0.09,2.80,1.60,4.40
00-0036187,Reggie Gilliam,BUF,2022,5,0,1,4,6,39,1,54,0.72,0.06,0.08,0.15,6.95,0.72,0.06,0.08,0.15,6.95,2.77,4.20
00-0036182,Nick Westbrook-Ikhine,TEN,2022,5,1,0,5,9,66,0,122,0.54,0.11,0.18,0.30,3.87,0.54,0.11,0.18,0.30,3.87,4.69,7.00
00-0035771,Mitchell Wilcox,CIN,2022,5,0,1,3,3,30,0,4,7.50,0.03,0.00,0.05,2.00,7.50,0.03,0.00,0.05,2.00,2.65,2.80
00-0035640,DK Metcalf,SEA,2022,5,1,0,23,35,284,1,389,0.73,0.27,0.38,0.67,13.85,0.64,0.27,0.40,0.69,15.60,14.71,21.90
00-0035676,A.J. Brown,PHI,2022,5,1,0,25,38,404,1,425,0.95,0.32,0.44,0.79,17.85,0.59,0.28,0.40,0.70,15.30,14.90,14.50
00-0035662,Marquise Brown,ARI,2022,5,1,0,30,45,339,2,420,0.81,0.27,0.41,0.69,18.97,0.70,0.29,0.42,0.74,20.53,12.90,20.80
00-0035500,Greg Dortch,ARI,2022,5,1,0,21,24,204,1,127,1.61,0.14,0.12,0.30,11.85,1.11,0.11,0.09,0.23,11.37,9.05,1.60
00-0035659,Terry McLaurin,WAS,2022,5,1,0,14,27,250,1,416,0.60,0.16,0.31,0.46,11.43,0.46,0.18,0.33,0.50,10.63,13.50,3.50
00-0035359,David Sills,NYG,2022,5,1,0,6,10,62,0,90,0.69,0.13,0.16,0.30,4.07,0.69,0.13,0.16,0.30,4.07,2.27,1.50
00-0035639,Parris Campbell,IND,2022,5,1,0,9,12,90,0,66,1.36,0.08,0.07,0.17,4.50,0.80,0.08,0.07,0.17,3.77,5.42,8.30
00-0035140,Mecole Hardman,KC,2022,5,1,0,8,12,71,1,126,0.56,0.09,0.12,0.21,5.18,0.44,0.06,0.05,0.12,3.37,7.92,1.40
00-0035406,Lil'Jordan Humphrey,NE,2022,5,1,0,2,4,20,0,27,0.74,0.05,0.03,0.09,1.33,0.74,0.05,0.03,0.09,1.33,4.99,1.90
00-0035527,Andy Isabella,ARI,2022,5,1,0,2,5,21,0,70,0.30,0.05,0.12,0.16,2.05,0.30,0.05,0.12,0.16,2.05,4.20,2.10
00-0035535,Darius Slayton,NYG,2022,5,1,0,1,2,11,0,63,0.17,0.13,0.43,0.50,2.10,0.17,0.13,0.43,0.50,2.10,8.68,2.10
00-0034983,Hunter Renfrow,LV,2022,5,1,0,10,16,80,0,50,1.60,0.22,0.09,0.39,8.00,1.60,0.22,0.09,0.39,8.00,11.31,10.90
00-0035703,Miles Boykin,PIT,2022,5,1,0,0,1,0,0,35,0.00,0.03,0.12,0.12,0.00,0.00,0.03,0.12,0.12,0.00,4.42,0.00
00-0034960,Jakobi Meyers,NE,2022,5,1,0,13,19,150,0,205,0.73,0.30,0.34,0.69,14.35,0.73,0.30,0.34,0.69,14.35,10.22,18.50
00-0035719,Deebo Samuel,SF,2022,5,1,0,18,28,246,1,83,2.96,0.27,0.11,0.48,15.98,2.80,0.27,0.13,0.49,17.10,15.76,23.70
00-0035644,Noah Fant,SEA,2022,5,0,1,10,11,56,1,43,1.30,0.08,0.04,0.16,5.40,0.93,0.07,0.03,0.12,5.67,8.82,7.20
00-0035229,T.J. Hockenson,DET,2022,5,0,1,18,30,261,3,220,1.19,0.20,0.16,0.42,16.03,1.01,0.21,0.17,0.43,18.77,10.58,39.90
00-0034970,Irv Smith Jr.,MIN,2022,5,0,1,10,20,91,1,122,0.75,0.14,0.12,0.29,6.28,0.75,0.15,0.15,0.33,8.37,6.76,5.30
00-0035689,Dawson Knox,BUF,2022,5,0,1,12,17,111,0,104,1.07,0.11,0.09,0.22,5.78,1.02,0.12,0.11,0.25,7.20,7.71,7.00
00-0035631,Drew Sample,CIN,2022,5,0,1,2,2,-2,0,-2,1.00,0.02,0.00,0.03,0.90,1.00,0.02,0.00,0.03,0.90,3.52,0.60
00-0035216,Diontae Johnson,PIT,2022,5,1,0,23,37,207,0,407,0.51,0.29,0.33,0.67,11.70,0.37,0.28,0.31,0.64,11.43,14.10,4.20
00-0035249,Josh Oliver,BAL,2022,5,0,1,2,2,8,1,-3,-2.67,0.07,-0.01,0.10,8.80,-2.67,0.07,-0.01,0.10,8.80,2.06,8.80
00-0035259,Trevon Wesco,CHI,2022,5,0,1,1,2,23,0,15,1.53,0.10,0.08,0.20,3.30,1.53,0.10,0.08,0.20,3.30,1.82,3.30
00-0034981,Foster Moreau,LV,2022,5,0,1,6,8,74,0,50,1.48,0.10,0.08,0.21,6.70,1.48,0.10,0.08,0.21,6.70,6.06,7.40
00-0035222,Zach Gentry,PIT,2022,5,0,1,3,3,42,0,-2,-21.00,0.05,0.00,0.07,3.60,-21.00,0.05,0.00,0.07,3.60,3.69,1.20
00-0035593,Juwann Winfree,GB,2022,5,1,0,1,3,17,0,51,0.33,0.04,0.13,0.16,1.35,0.33,0.04,0.13,0.16,1.35,2.07,0.00
00-0035298,Scott Miller,TB,2022,5,1,0,4,13,38,0,181,0.21,0.18,0.34,0.50,4.30,0.21,0.18,0.34,0.50,4.30,5.55,1.40
00-0035021,Ashton Dulin,IND,2022,5,1,0,11,17,150,0,197,0.76,0.11,0.21,0.31,6.57,0.53,0.11,0.16,0.28,6.23,3.14,3.80
00-0035022,Penny Hart,SEA,2022,5,1,0,1,1,15,0,7,2.14,0.02,0.02,0.05,2.50,2.14,0.02,0.02,0.05,2.50,1.69,2.50
00-0034959,Andrew Beck,DEN,2022,5,0,1,2,3,52,0,23,2.26,0.04,0.04,0.09,3.55,2.26,0.04,0.04,0.09,3.55,2.88,-0.10
00-0035414,Jalen Guyton,LAC,2022,5,1,0,2,4,64,0,115,0.56,0.05,0.20,0.22,4.20,0.56,0.05,0.20,0.22,4.20,5.79,8.40
00-0035603,Kendall Blanton,LA,2022,5,0,1,2,2,35,0,12,2.92,0.03,0.03,0.06,2.75,2.92,0.03,0.03,0.06,2.75,4.21,1.70
00-0035544,Tom Kennedy,DET,2022,5,1,0,3,5,54,0,73,0.74,0.13,0.19,0.32,8.40,0.74,0.13,0.19,0.32,8.40,3.83,8.40
00-0035645,Gunner Olszewski,PIT,2022,5,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.90,2.76,0.00
00-0035215,Deonte Harty,NO,2022,5,1,0,2,2,13,0,5,2.60,0.03,0.01,0.05,1.65,2.60,0.03,0.01,0.05,1.65,5.93,1.90
00-0035510,Jeff Smith,NYJ,2022,5,1,0,1,2,17,0,33,0.52,0.03,0.05,0.07,1.35,0.52,0.03,0.05,0.07,1.35,3.04,0.00
00-0035208,Olamide Zaccheaus,ATL,2022,5,1,0,10,10,174,1,138,1.26,0.11,0.13,0.25,7.85,0.91,0.10,0.13,0.24,8.17,6.28,7.50
00-0035547,Jody Fortson,KC,2022,5,0,1,2,3,11,2,9,1.22,0.03,0.01,0.05,5.03,1.22,0.03,0.01,0.05,5.03,5.26,8.00
00-0035572,Parker Hesse,ATL,2022,5,0,1,3,4,32,0,30,1.07,0.05,0.04,0.11,2.07,1.07,0.05,0.04,0.11,2.07,2.21,3.20
00-0035345,Chris Myarick,NYG,2022,5,0,1,2,2,7,1,5,1.40,0.04,0.01,0.07,4.35,1.40,0.04,0.01,0.07,4.35,3.23,1.60
00-0034348,Courtland Sutton,DEN,2022,5,1,0,24,35,343,1,420,0.82,0.28,0.40,0.70,16.20,0.65,0.33,0.38,0.76,17.87,10.80,16.20
00-0034521,Allen Lazard,GB,2022,5,1,0,12,17,174,2,235,0.74,0.19,0.38,0.55,13.80,0.74,0.19,0.38,0.55,13.80,9.63,17.60
00-0034775,Christian Kirk,JAX,2022,5,1,0,20,36,327,3,307,1.07,0.28,0.33,0.65,17.75,0.68,0.26,0.32,0.62,17.77,11.93,8.30
00-0034860,Dante Pettis,CHI,2022,5,1,0,1,4,51,1,57,0.89,0.11,0.16,0.27,6.05,0.89,0.11,0.16,0.27,6.05,7.72,0.00
00-0034827,D.J. Moore,CAR,2022,5,1,0,13,29,138,1,242,0.57,0.26,0.32,0.61,8.98,0.39,0.26,0.33,0.63,9.30,13.05,12.10
00-0034279,Equanimeous St. Brown,CHI,2022,5,1,0,5,12,88,1,137,0.64,0.19,0.22,0.44,5.53,0.51,0.19,0.23,0.45,4.43,3.65,0.10
00-0034419,Braxton Berrios,NYJ,2022,5,1,0,6,8,43,0,40,1.08,0.04,0.03,0.09,4.09,0.15,0.02,0.02,0.04,2.56,6.64,5.68
00-0034407,Ray-Ray McCloud,SF,2022,5,1,0,4,8,53,0,88,0.60,0.08,0.12,0.20,2.32,0.38,0.08,0.10,0.19,2.10,3.37,1.60
00-0034765,Tre'Quan Smith,NO,2022,5,1,0,5,7,123,0,148,0.83,0.10,0.19,0.29,8.65,0.83,0.10,0.19,0.29,8.65,7.86,2.80
00-0034764,Michael Gallup,DAL,2022,5,1,0,2,3,24,1,29,0.83,0.12,0.13,0.26,10.40,0.83,0.12,0.13,0.26,10.40,10.76,10.40
00-0034418,Cedrick Wilson,MIA,2022,5,1,0,2,3,20,0,25,0.80,0.04,0.04,0.08,2.40,0.80,0.04,0.04,0.08,2.40,7.50,0.00
00-0034777,D.J. Chark,DET,2022,5,1,0,7,18,98,1,328,0.30,0.17,0.34,0.49,7.60,0.30,0.17,0.34,0.49,7.60,10.59,7.60
00-0034753,Mark Andrews,BAL,2022,5,0,1,24,36,260,3,414,0.63,0.32,0.39,0.75,17.08,0.50,0.35,0.45,0.83,19.37,12.61,3.50
00-0034829,Mike Gesicki,MIA,2022,5,0,1,8,10,71,1,68,1.04,0.07,0.06,0.15,5.28,1.03,0.08,0.07,0.18,6.67,8.02,4.30
00-0034351,Dallas Goedert,PHI,2022,5,0,1,16,20,240,1,63,3.81,0.17,0.07,0.30,11.50,2.86,0.18,0.06,0.31,12.33,9.71,12.20
00-0034270,Tyler Conklin,NYJ,2022,5,0,1,21,29,192,1,91,2.11,0.16,0.06,0.28,11.55,1.93,0.18,0.07,0.31,11.53,6.59,8.20
00-0034798,Durham Smythe,MIA,2022,5,0,1,5,6,42,0,24,1.75,0.06,0.03,0.11,3.07,1.75,0.06,0.03,0.11,3.07,3.61,5.30
00-0034365,Ian Thomas,CAR,2022,5,0,1,6,12,85,0,76,1.12,0.11,0.10,0.23,3.63,0.42,0.10,0.07,0.21,2.40,4.17,1.60
00-0034830,Hayden Hurst,CIN,2022,5,0,1,14,21,104,1,73,1.42,0.14,0.06,0.25,7.60,0.79,0.13,0.06,0.23,6.93,6.29,11.70
00-0034286,Richie James,NYG,2022,5,1,0,15,20,155,0,186,0.83,0.20,0.27,0.49,7.78,0.52,0.18,0.22,0.42,6.67,6.48,1.90
00-0034364,Jordan Akins,HOU,2022,5,0,1,5,6,64,1,31,2.06,0.09,0.06,0.18,8.70,2.06,0.09,0.06,0.18,8.70,4.82,5.30
00-0034159,Will Dissly,SEA,2022,5,0,1,12,12,116,3,59,1.97,0.09,0.06,0.18,10.40,1.24,0.09,0.05,0.17,9.43,6.42,13.90
00-0034383,Dalton Schultz,DAL,2022,5,0,1,9,16,80,0,83,0.96,0.16,0.11,0.32,5.00,0.96,0.16,0.11,0.32,5.00,8.82,0.00
00-0034386,Justin Watson,KC,2022,5,1,0,2,5,50,1,87,0.57,0.04,0.08,0.11,3.25,0.57,0.04,0.11,0.14,4.33,4.61,0.00
00-0034272,Marquez Valdes-Scantling,KC,2022,5,1,0,13,23,168,0,251,0.67,0.16,0.23,0.41,7.38,0.49,0.19,0.29,0.49,7.13,7.73,9.30
00-0034411,Russell Gage,TB,2022,5,1,0,21,25,152,1,105,1.45,0.16,0.09,0.31,10.05,1.32,0.18,0.11,0.36,12.30,9.56,4.40
00-0034297,Byron Pringle,CHI,2022,5,1,0,2,3,33,0,58,0.57,0.09,0.19,0.27,2.65,0.57,0.09,0.19,0.27,2.65,7.17,2.10
00-0034487,Trent Sherfield,MIA,2022,5,1,0,8,11,77,0,116,0.66,0.08,0.10,0.19,3.93,0.59,0.08,0.10,0.20,4.63,3.58,9.50
00-0034104,Cam Sims,WAS,2022,5,1,0,0,3,0,0,99,0.00,0.04,0.14,0.15,0.00,0.00,0.04,0.14,0.15,0.00,6.04,0.00
00-0034646,Brandon Powell,LA,2022,5,1,0,5,5,43,0,0,43.00,0.03,0.00,0.05,2.02,33.00,0.04,0.00,0.05,1.93,3.58,1.10
00-0033455,Anthony Firkser,ATL,2022,5,0,1,2,3,28,0,22,1.27,0.06,0.04,0.11,2.40,1.27,0.06,0.04,0.11,2.40,5.10,3.20
00-0034854,KhaDarel Hodge,ATL,2022,5,1,0,5,7,95,0,84,1.13,0.09,0.12,0.22,4.83,1.13,0.09,0.12,0.22,4.83,2.98,0.00
00-0034073,Ross Dwelley,SF,2022,5,0,1,2,4,49,1,34,1.44,0.05,0.07,0.13,4.30,1.44,0.05,0.07,0.13,4.30,4.88,0.00
00-0034613,Tanner Hudson,NYG,2022,5,0,1,3,5,40,0,52,0.77,0.11,0.15,0.26,3.50,0.77,0.11,0.15,0.26,3.50,1.70,2.80
00-0031787,Jake Kumerow,BUF,2022,5,1,0,4,5,64,0,47,1.36,0.05,0.07,0.13,5.20,1.36,0.05,0.07,0.13,5.20,3.83,3.40
00-0033871,Corey Davis,NYJ,2022,5,1,0,15,26,261,2,411,0.64,0.14,0.28,0.41,13.27,0.45,0.13,0.25,0.37,13.13,10.23,18.40
00-0033536,Mike Williams,LAC,2022,5,1,0,18,31,258,2,379,0.68,0.20,0.35,0.54,13.95,0.65,0.22,0.43,0.63,17.60,11.03,19.00
00-0033857,JuJu Smith-Schuster,KC,2022,5,1,0,19,27,224,0,239,0.94,0.19,0.22,0.44,9.85,0.61,0.19,0.20,0.42,9.17,14.03,9.60
00-0033282,Curtis Samuel,WAS,2022,5,1,0,26,37,219,2,151,1.45,0.22,0.11,0.41,15.75,1.09,0.21,0.13,0.40,14.60,10.47,7.80
00-0033921,Chris Godwin,TB,2022,5,1,0,10,13,94,0,58,1.62,0.16,0.09,0.31,9.70,1.62,0.16,0.09,0.31,9.70,13.67,12.90
00-0033908,Cooper Kupp,LA,2022,5,1,0,42,54,402,3,415,0.97,0.36,0.44,0.85,26.55,0.66,0.36,0.42,0.84,24.80,18.36,26.20
00-0033943,Josh Reynolds,DET,2022,5,1,0,17,24,243,2,320,0.76,0.16,0.24,0.41,13.33,0.67,0.19,0.27,0.47,16.50,6.98,21.10
00-0033591,Noah Brown,DAL,2022,5,1,0,18,27,274,1,285,0.96,0.21,0.28,0.51,12.85,0.72,0.21,0.30,0.53,13.20,3.81,9.10
